id,genre,track_name,artist_name,valence,energy
6PnMx19m4GdlTqZtf0Z8zn,bossanova,Se Olhar Pra Mim,Ale Vanzella,0.43,0.806
4mdnsQW0Ryxx31Vqy2dE6Z,bossanova,Fotografia - Photograph,Palmyra & Levita,0.374,0.144
1VDUpOeHQJHm7k1vGZe9F0,bossanova,Saudade Fez um Samba,Joao Gilberto & Astrud Gilberto,0.874,0.221
3pSt6EcVP4ZmQVWkWHnDZ6,bossanova,Insensatez,Joao Gilberto & Astrud Gilberto,0.359,0.151
2qvDTgPPZLPE2VRq71P9b7,bossanova,Canto de Ossanha,Bossa Jazz Trio,0.436,0.643
1hT1WoYp4BRu4T1JJ9YYAy,bossanova,Corcovado,Nara Leão,0.296,0.153
2wVFs7GK33kH4eR5d6eSiX,bossanova,Berimbau,Zimbo Trio,0.303,0.414
7Mz5yU3ZHKrHvJhJLZLQiZ,bossanova,O Grande Apelo,Vinícius de Moraes,0.25,0.503
6X3sa30DJ0dh8oGk7vUQZ4,bossanova,Sarava,Bola Sete,0.69,0.333
4tbU3zEnRAITux0yswKNtQ,bossanova,Rio,Various Artists,0.761,0.628
0VVTsn8VhOWWkz14E62dHp,bossanova,Teach Me Tonight,Laurindo Almeida and The Bossa Nova All Stars,0.911,0.243
5H9Qw4EwuEzElq6ihi4LS0,bossanova,E Vem o Sol,Marcos Valle,0.677,0.425
5QwyLOcSdLOeNjKs3EHc2P,bossanova,Ternamente,Bossa Jazz Trio,0.162,0.381
4rmnnLDukLAvB577Hgptb9,bossanova,Coisa Mais Linda,Toquinho,0.444,0.477
06aeCUBLdR0nU2x7V2WZtM,bossanova,Canto Do Caboclo Pedra Preta,Vinícius de Moraes,0.592,0.645
4KCvW9qjGzDxNdnM2OQ9kk,bossanova,Waldomiro Pena,Bossacucanova,0.753,0.908
0xZkPDhEmyDRxix7mdqMwx,bossanova,Manha de Carnaval,Joao Gilberto & Astrud Gilberto,0.187,0.033
46hrcHhOBqqkcKQnFPAmw2,bossanova,Sonho de Maria,Marcos Valle,0.322,0.359
6G7Si9hoDxLKZRmtosfZ2L,bossanova,Deixa,Bossa Jazz Trio,0.573,0.655
2XvPgJrUZcs1eTeZzv0pYm,bossanova,Garota de Ipanema,Zimbo Trio,0.627,0.6
1Qv9z6cpufktZbZk1zyM1r,bossanova,Palhacada,Maysa,0.754,0.82
3u70XHB13btIIcdjh6pi3I,bossanova,Arrastão,Vinícius de Moraes,0.337,0.511
4DyhWcVHOo62e1Zu17dvqc,bossanova,Samba Dobrado,Rosa Passos,0.31,0.392
5kqylYxS1amFNM2hCH0EUp,bossanova,Mr Lucky,Laurindo Almeida and The Bossa Nova All Stars,0.951,0.459
1CfcbFgejqm42cPGKlBFNl,bossanova,Beija Me,Elza Soares,0.936,0.539
7crW4JI0pCXpD8megZliLS,bossanova,Como Dizia O Poeta,Vinícius de Moraes,0.95,0.72
23qOuUIGB4GKdeLuBWdojz,bossanova,Canção de Amor - Versão Beta,Ale Vanzella,0.24,0.177
62J6QlAlWGCdHrwgh4lJjZ,bossanova,Lamento No Morro,Antônio Carlos Jobim,0.424,0.502
5sanom0yL4NAd26HvShw7r,bossanova,Close to you,Bebel Gilberto,0.26,0.353
1PfxtDwgTUtCoXYNXGklgX,bossanova,Meditcao,Maysa,0.464,0.477
3sjbgAK6gvceFhatwLgPG0,bossanova,Essa Moça Tá Diferente,Chico Buarque,0.941,0.453
0DJo5uG2zdfmtgTFQYLjYK,bossanova,Coração Vagabundo,Gal Costa,0.292,0.0378
5vxyNj8kTdUQkOU3KEXT1z,bossanova,Ficar,Bossacucanova,0.737,0.726
3jEMU8FbxV3HEC427KFRG8,bossanova,Wave,Various Artists,0.378,0.376
3QP4cdemX0QJ820UBGn54u,bossanova,Brigas Nunca Mais,Joao Gilberto & Astrud Gilberto,0.686,0.175
2smDFoFxw2AF4vsWqmwyPy,bossanova,Bocoché,Vinícius de Moraes,0.629,0.501
41qE0F67LcEzybdM7CABr8,bossanova,Voodoo Village,Bola Sete,0.7,0.433
68DAOlJ65SkNY2I4rk8ImC,bossanova,Um Nome de Mulher,Antônio Carlos Jobim,0.378,0.356
6d3hPBLKPke9Pn00QffgMs,bossanova,Coisa Mais Linda (Most Beautiful Thing),Carlos Lyra,0.209,0.361
7rITnIMuwWkF81aOUN3kK4,bossanova,Momento,Bebel Gilberto,0.298,0.538
3UQuQ2eL2qVvLQGDO6DXin,bossanova,Francisca Santos das Flores,Dori Caymmi,0.194,0.226
0UPd7HqdjLBgOCtLIaKQVT,bossanova,Mulher Passarinho,Maysa,0.192,0.231
4Y9UJwkSKGJ9wsSjy8wakx,bossanova,Linha Do Equador,Rosa Passos,0.394,0.44
57QuDd3eznbXCFyYZYKMau,bossanova,Garota De Ipanema,Toquinho,0.732,0.577
7tKo2fr1Muzpvps7vLi6C5,bossanova,Cade Voce? - Instr.,Bebel Gilberto,0.595,0.65
4l5gY5slYSwcDTeLgwNN3d,bossanova,Maria Ninguém (Maria Nobody),Carlos Lyra,0.482,0.178
6JTdgLMwzCROSuBybZkx3U,bossanova,A Rita,Chico Buarque,0.811,0.431
15hsI4QhF1bHnxvqo7Vvtn,bossanova,Maria Bêthania,Gal Costa,0.578,0.204
52IbMh9sgVaMzRu2yIaNy2,bossanova,Moon River,Laurindo Almeida and The Bossa Nova All Stars,0.828,0.321
3wXAfdNgLc6UzhHpHH5Cr8,bossanova,As Polegadas de Mulata,Elza Soares,0.86,0.397
5vVmSFSzXfon0FonU1MtgB,bossanova,Chega De Saudade,Nara Leão,0.414,0.246
0aczFvTW3JPiNVClkilIeP,bossanova,Os Grilos - Crickets Sing for Ana Maria,Various Artists,0.628,0.521
43Xu8LmttzEbmDE9PpzAEE,bossanova,Deixa a Nega Gingar,Wanda Sá,0.877,0.477
3xLa3PKaUzRyfekcIlvl13,bossanova,Só Danço Samba,Eddy Palermo,0.723,0.614
1LptDLSt1L3tpIlaGsmGH7,bossanova,Pior Pra Voce,Maysa,0.664,0.53
4SvrcCGSJrWlryWbPNUNML,bossanova,Inútil Paisagem,Zimbo Trio,0.169,0.295
6W8XHqFU9sbBEyi8FxCCs0,bossanova,Deixa a Menina,Bossacucanova,0.698,0.813
6dSgq7MtoAX0mirIlOcOvu,bossanova,Valsa Para o Ausente,Vinícius de Moraes,0.055,0.264
5qrRLig8khTNaXxoU9h31l,bossanova,Samba de Verão,Various Artists,0.846,0.634
7240PkTnUTQq5nEgyUxeyJ,bossanova,Monologo de Orfeu,Antônio Carlos Jobim,0.35,0.199
20XAR4Kjt5HR3ERoVwJnRV,bossanova,Falando de Amor,Miúcha,0.326,0.221
7p6uE4Kr681uwO0I4wOFF2,bossanova,Ciúme (Jealousy),Carlos Lyra,0.799,0.257
2z6Pchacqiy2FgqQFS4lVY,bossanova,Vivo Sonhando,Marcos Valle,0.235,0.388
78GWC54wJPy0mOQiFf0PEM,bossanova,Eu Sei Que Vou Te Amar,Eddy Palermo,0.343,0.459
52OGo7zpH9Z6ZJdxY5dLCf,bossanova,Os novos Yorkinos,Bebel Gilberto,0.555,0.415
4pPWM448lXT8C8smPmjdZy,bossanova,Agora E Cinza,Maysa,0.437,0.534
2P0nOcYl6xEjj39yo5R6BA,bossanova,Here's That Rainy Day,Palmyra & Levita,0.282,0.122
3Wku87vvflwDHFuzN2OFAa,bossanova,São Francisco,Vinícius de Moraes,0.128,0.166
0YrTTunqaEzoNWIFgzZpEz,bossanova,Influenca Do Jazz,Bola Sete,0.866,0.57
5FccmYkabXZv98gRVvizNH,bossanova,Tudo de Você,Marcos Valle,0.422,0.417
2ht7HY6wWB1gdzOgOiokbn,bossanova,Samba do Avião,Various Artists,0.278,0.459
2q2zY86Y2PXHDeM3Kz2BkY,bossanova,Chega De Saudade,Toquinho,0.763,0.627
3CvsFcz8xJGPGvBrZhNtdw,bossanova,Samba e Amor,Chico Buarque,0.399,0.0907
3bqzeiktzDnOu7RtbB8kb6,bossanova,Zimbo Samba,Zimbo Trio,0.498,0.545
5fkAlnOp0aOqS0jEmVGths,bossanova,Two Kites / Fotografia / Eu Preciso De Você,Wanda Sá,0.809,0.447
77Q5fWGi5CoSX6mExZghUF,bossanova,Be-Bossa,Bola Sete,0.722,0.359
5KExE7nOdScwwMuvWYJKLm,bossanova,Petite Fleur,Laurindo Almeida and The Bossa Nova All Stars,0.835,0.296
4P9stZZEzc1dRsktEyOfVM,bossanova,Sonho de Um Carnaval,Bossa Jazz Trio,0.406,0.683
0RkkIqFVFygYOqzInrYffy,bossanova,Waraou,Ale Vanzella,0.427,0.331
2CJRVxsXtH9l6UT4WYG97D,bossanova,Só Mesmo por Amor (Just for Love),Carlos Lyra,0.226,0.149
3pMmRPF5PK5r3RdfAS7nIc,bossanova,Itapoã,Dori Caymmi,0.66,0.551
4ipc1Wpcj2IBhLJCCAKgBg,bossanova,Tarde em Itapoan,Vinícius de Moraes,0.539,0.587
7g2LtXiUL5MLQ900UaAyNt,bossanova,Tea For Two,Palmyra & Levita,0.289,0.172
1Xv8qGn4f0dQNV0e8RTAlI,bossanova,A Felicidade - Instrumental,Various Artists,0.536,0.531
2geg9d8MWE8Gi0Sraec52p,bossanova,Rio de Inspiração,Bossacucanova,0.745,0.526
3s9B0pzI5G1KfA312KwJku,bossanova,Errinho à Toa,Wanda Sá,0.895,0.534
0DSaeEem6WZzZXCmWFkE3n,bossanova,Corcovado,Toquinho,0.506,0.512
6bW05bCdSi895piFMdjTla,bossanova,Desafinado,Joao Gilberto & Astrud Gilberto,0.67,0.0622
3GsN7XUul6ULQo9UuME4uv,bossanova,If I Drown,Ale Vanzella,0.442,0.461
0Y8J9GJ1rEHidrtcNxsh8e,bossanova,Words,Bebel Gilberto,0.103,0.0886
14zHULg93hiSpMR71IzMs3,brazil,Anna Júlia,Various Artists,0.449,0.809
4d0DpU7Odiv0ztvX2GxJlk,brazil,Exagerado,Cazuza,0.822,0.663
6zQTiw3M1p58eklHhCBWyi,brazil,Coisas Que Eu Sei,Danni Carlos,0.401,0.352
1Thcp2JGBWW1edul945eW3,brazil,De Todos os Loucos do Mundo,Clarice Falcão,0.809,0.339
3o9QS7tLm7YskEG7NWbpcz,brazil,Tente outra vez,Raul Seixas,0.337,0.526
7IlN4RrC4oILrQJ1xsBM3f,brazil,Hoje Eu Quero Sair Só,Lenine,0.699,0.597
6hwrxnBXln6pXeMJc6b6Im,brazil,Agua De Beber,Astrud Gilberto,0.815,0.351
5Z29IzMEP5TY8HsXWwPYWX,brazil,Índios,Legião Urbana,0.678,0.587
5ruFO5Cbjvljsh3ItsDmp8,brazil,Keep Me In Mind,Little Joy,0.963,0.709
4lqJizVlijumu0Jn7dXnbC,brazil,Gostava Tanto De Você,Tim Maia,0.862,0.945
7HlfWAXopQ3Guq7bn88LCX,brazil,Por Enquanto,Cássia Eller,0.279,0.327
31NSDwCjIRYaPJW3tNNGUv,brazil,Alforria,Forfun,0.917,0.849
6mOdAPdACSVkUIyaRPjkAv,brazil,Admirável Chip Novo,Pitty,0.437,0.77
0cWA7zp6HZm5lqdmozH0TF,brazil,Dois Rios,Skank,0.381,0.621
5yFI0Vs3x4EbeIDerT0ck1,brazil,Codinome Beija-Flor,Cazuza,0.301,0.255
2kYAcKRS0NIhMJbHjyMEkZ,brazil,Você de Mim Não Sai - Ao Vivo,Luan Santana,0.516,0.917
1XKhDkF8bX5IxMO4QTirvl,brazil,Ne Me Quitte Pas,Maria Gadú,0.44,0.52
7MnT7msJZg3XBAS0OTfGrB,brazil,Tempo Perdido,Legião Urbana,0.221,0.662
3KYlOzxN5xO7eEauO1VF06,brazil,Velha Infancia - 2004 Digital Remaster;,Tribalistas,0.574,0.596
4BeiDtscDgxVe9PazLUPSj,brazil,11 Vidas,Lucas Lucco,0.457,0.622
3FXo3xKG3aYV3hvdRzUY61,brazil,Só Por Uma Noite,Charlie Brown Jr.,0.644,0.964
6USdH2GyvlsgbaSF4NbAdX,brazil,Te Ver,Skank,0.764,0.697
0FcYoRbrZ9eR2bc5nw6feN,brazil,Toda Forma De Poder,Engenheiros Do Hawaii,0.593,0.947
18EO0a9N2BhxhufAh2BJh6,brazil,Domingo de Manhã,Marcos & Belutti,0.393,0.757
0JUdM6lKJafF1ucVO3PgBK,brazil,O Segundo Sol,Cássia Eller,0.507,0.703
7ATfTQCF4OGSY91yKk42km,brazil,Um Minuto Para O Fim Do Mundo,CPM 22,0.67,0.973
0Fzuca7Mfj4F9k7Fu4SyrS,brazil,Águas De Marco,Elis Regina,0.79,0.225
1BGrHLBKZCVGslxe0dSExv,brazil,Metamorfose ambulante,"Antonio Pinto, Ed Cortes",0.6,0.553
6q042pQaILWdtxJxbf0jXj,brazil,Life On Mars?,Various Artists,0.437,0.133
0EX0wy0g1amU55KWD9Kovf,brazil,Tardei,Rodrigo Amarante,0.299,0.187
265UWKABWdpx65MsMCepS8,brazil,"Amor, Amor",Wanessa Camargo,0.525,0.863
7ILgs068FwCIat5DA1CI99,brazil,Você,Tim Maia,0.712,0.709
1LR5KBD64oRzGEjQhAMNdj,brazil,Boa Sorte / Good Luck (feat. Ben Harper),Vanessa Da Mata,0.311,0.487
2kgT6sMwXd3mdeXhBbLMQe,brazil,Sina,Djavan,0.909,0.555
1j5i8qd1PkSQAGM5zyonJC,brazil,Ouro De Tolo,Raul Seixas,0.826,0.549
28aUFtkMnJaqNQkLHR0weV,brazil,Show das Poderosas,Anitta,0.661,0.694
0UtoASDXmEeZklHfKlqz8s,brazil,Velha e Louca,Mallu Magalhães,0.719,0.424
5YQPOIAt3U7DMAswTVvzax,brazil,Eu Sei,Papas Da Língua,0.397,0.613
4eF9KMFVQWL3RTxBYkXi0V,brazil,Geni E O Zepelim,Chico Buarque,0.462,0.524
6ttKOudrrD5yjt4saUjhNa,brazil,Faroeste Caboclo,Legião Urbana,0.444,0.549
2tBah0hzCdsafd4fNkjRaM,brazil,Me deixa,O Rappa,0.336,0.836
1NsKsCNMbK8Impt7oSB2jM,brazil,Andei Só,Natiruts,0.802,0.518
7mrL741YwpaiRKg56zakhb,brazil,Não Existe Amor Em SP,Criolo,0.349,0.41
3oVI4L3rUkawtbRo2GsOZh,brazil,Sambinha Bom,Mallu Magalhães,0.579,0.406
0q1hmhVWdR04mZup6mR56u,brazil,Preta Pretinha,Novos Baianos,0.773,0.561
0nppnJpYfTBwW7WpnQXlB3,brazil,Oitavo Andar,Clarice Falcão,0.703,0.286
1Sq5WIPVCs0fMODkLpFxZL,brazil,The Girl From Ipanema,Kincade,0.746,0.606
6LMjjcvtlWp1Dtj19yiIvT,brazil,My Girl,TIAGO IORC,0.311,0.0929
6QFgHM8uU0pqZNX1opZS8N,brazil,Melhor do Que Ontem,Capital Inicial,0.561,0.799
4pG8lbKPKkfGSniMXxZTM7,brazil,Sutilmente,Skank,0.459,0.632
3TAMiM8XFmU9vFd333pgRh,brazil,Mistério do Planeta,Novos Baianos,0.683,0.495
1KlC2yGobg0mBMAIJ3OrX2,brazil,Cara valente,Maria Rita,0.645,0.56
266WEiJhZI1dNUcOqr7Yzi,brazil,Infinita Highway,Engenheiros Do Hawaii,0.812,0.798
0sdhpuSSWjRvrVAYDyWaBc,brazil,Ai Se Eu Te Pego - Spanish Version,Michel Teló,0.877,0.933
1uVSJkagOwtgMmeexAp1hg,brazil,Samba Da Bencao,Bebel Gilberto,0.569,0.496
5YzqxOw9aMssgQ6rebBF4d,brazil,All Star,Various Artists,0.533,0.51
4MYTwzia07JVDvMes0y0qY,brazil,O Vento,Various Artists,0.839,0.685
1Tditr5KyzStSK3GiO6Xlj,brazil,Maus Bocados,Cristiano Araújo,0.854,0.837
2yQMmtem48vOjB1OXAvbKD,brazil,Quem de nós Dois (La Mia Storia Tra Le Dita),Ana Carolina,0.508,0.591
1R7MonDYxJkdQQqujXZDH4,brazil,Amiga Da Minha Mulher,Seu Jorge,0.782,0.928
31svfXMDnt8sgu4SuDqL2K,brazil,Apenas Mais uma de Amor,Lulu Santos,0.303,0.357
1eDBpkZgY7p9OBVodcrX9n,brazil,Robocop Gay,Mamonas Assassinas,0.921,0.79
3Pssl5CAjQVYMJDlPphGUb,brazil,Último Romance - Ao Vivo,Los Hermanos,0.602,0.775
1aUUrBmdIYN7FvIzHdpisn,brazil,Zen,Anitta,0.908,0.59
4fHvVFBpOgUpUXros7DIGf,brazil,Não Quero Dinheiro (Só Quero Amar),Tim Maia,0.965,0.885
7e1OrZHVcoXkP4hxLjP3oA,brazil,Subirusdoistiozin,Criolo,0.558,0.503
1Ly6VdODSs8qXcqok09EJt,brazil,Cê Que Sabe,Various Artists,0.756,0.796
1TX4h6MrIZ0K3r4OOG11WO,brazil,Flor de Lis,Djavan,0.781,0.502
4k3HBeh98WWN2ybGHC0WQI,brazil,Beijinho no Ombro,Valesca Popozuda,0.807,0.734
0HbETqD1NfatN78USacrJP,brazil,Chega de Saudade,João Gilberto,0.647,0.242
0y2IYKinRnwvL4xDXoMytJ,brazil,Na Sua Estante,Pitty,0.364,0.499
3obtPOCgjbbYno2Rr1Bwyh,brazil,Como Nossos Pais,Elis Regina,0.491,0.379
7c7lIshGFNbsswNHnyTuvE,brazil,Fui Fiel,Gusttavo Lima,0.77,0.808
6KHavXdYptg58jxQSES3mg,brazil,Magalenha,Sérgio Mendes,0.597,0.87
0wmtEwRmA8l3jndpf8zARo,brazil,Máscara,Pitty,0.419,0.695
7n3gUegWRbmroxs0sk24pL,brazil,Brand New Start,Little Joy,0.786,0.625
4hCrrd4eWFmPdycdcky1Wf,brazil,Pra Ser Sincero,Engenheiros Do Hawaii,0.149,0.334
1tg4ajDHN3Cr5o7arUtN5k,brazil,Me encontra,Various Artists,0.686,0.954
40XnMKTGFzqkKymoFQ1Bft,brazil,Carolina,Seu Jorge,0.48,0.752
0PgsB53yhlKs8D19LgYU4i,brazil,Se...,Djavan,0.498,0.392
3IljqNcSS7RB8ggxnig688,brazil,Linha de Frente,Various Artists,0.675,0.496
11hDRzAH1mzs7qdCBWzAH1,brazil,Monomania,Clarice Falcão,0.583,0.347
2pvA8uzxL6JDreXscajgON,brazil,Mas Que Nada,Sérgio Mendes,0.882,0.88
2GplG03rw0CN2EMLzPJZAl,brazil,Já Sei Namorar,Tribalistas,0.833,0.822
6zBw2Qqqj2daIoST9XIJC4,brazil,"Ai, Ai, Ai...",Vanessa Da Mata,0.92,0.718
2EEMetkYSqxIRMpptSqxmx,brazil,Preciso me encontrar,"Antonio Pinto, Ed Cortes",0.688,0.516
2IFVgmtIwyg2AmWV6yZJqT,brazil,Deixa A Vida Me Levar,Zeca Pagodinho,0.893,0.774
4Z8zmUkhtz6pCLuWEUFx4J,brazil,Tempos modernos - Remasterizado em 2001,Lulu Santos,0.768,0.455
7ieOQPT3n26Hav7QtTSGR4,brazil,Chão de Giz,Various Artists,0.487,0.401
5vdH3ZOmnmvCtLbfNpJBgb,brazil,Depois,Marisa Monte,0.435,0.564
4xISjdYpFEMsAFC2ax7OVE,brazil,Shimbalaiê,Maria Gadú,0.512,0.485
0MeqLDxoK38jwkcWKDiPHu,brazil,Telegrama,Zeca Baleiro,0.394,0.501
4KbRvdWVR4HtQULIWG3Ipz,brazil,Malandragem,Cássia Eller,0.362,0.523
1YvryPjDMhoCxelMsMUXGz,brazil,Hourglass,Rodrigo Amarante,0.541,0.746
3pSTUZbp7J5jg2JHChTf21,brazil,A Menina Dança,Novos Baianos,0.91,0.677
4aMBthyrceSKD9omq25HgA,brazil,Só os Loucos Sabem,Various Artists,0.57,0.396
4asPMA0CIoAntrgzIusmSx,brazil,"Olha Só, Moreno",Mallu Magalhães,0.593,0.222
3WOAyxXLXWJJx2wZHJJT2X,brazil,Balada (Tchê Tcherere Tchê Tchê),Gusttavo Lima,0.857,0.949
2WayN4wXOseclKADq2tFTY,brazil,Não Me Deixe Só,Vanessa Da Mata,0.641,0.469
2ma8V5vEOfCuyqZ0V8HAq3,brazil,Toda Forma de Amor,Lulu Santos,0.827,0.833
4sjtpS38Mj7d8wCa0oaCnh,breakbeat,Oh - Calvertron Mix,Krafty Kuts,0.709,0.985
5gkVOhjqZlwyBwV8iDeQDj,breakbeat,Night Vision,Technimatic,0.345,0.935
0skszhjkexoKV7J751Bouf,breakbeat,Little By Little,Groove Armada,0.895,0.501
2UKYMN7VnsQo40n0qCt6Sa,breakbeat,Porcelain,Moby,0.332,0.637
1Y2OsVF1Ua2uXHOBUYVjGR,breakbeat,Elektro - Quadrat Beat Remix,Various Artists,0.802,0.852
0vNHUrgwUMRaifo2ebqTnP,breakbeat,Intro,Freeland,0.0475,0.931
4uGacjGRSRlguZ6S6VTHcV,breakbeat,Plodout,DJ Icey,0.407,0.75
2oTDOIAdsxPTE7yAp4YOcv,breakbeat,Jump Around,House Of Pain,0.818,0.71
4ELVL0EpjuTeAhztC8MDwj,breakbeat,HATE,Adam Freeland,0.0229,0.65
6DNgKv1sWH2505Z5SAqAXr,breakbeat,Get out of My Life Woman,Lee Dorsey,0.855,0.4
5Boovfc9XolSKExXapeWoQ,breakbeat,Morning Sun,Plump DJs,0.234,0.703
7Mk8wKsRMWsHtWAqAmIX5L,breakbeat,Restless,Evil Nine,0.661,0.876
1xrr9bAS0zfjCXdLKpLJnA,breakbeat,Swoon,The Chemical Brothers,0.197,0.773
2Gh4o2uDzEzEtvsmRe11tM,breakbeat,When The Sun Goes Down,Lack Of Afro,0.817,0.976
7hqtsTQZSOzGmM1sqreXTa,breakbeat,On & On,Various Artists,0.892,0.977
6Ot7MOUjcxXum7VUhTxVL6,breakbeat,Seconds Out,Agent K,0.677,0.963
24ocuu1BERspTeXzJYJ1pX,breakbeat,As Darkness Falls,Zomby,0.384,0.744
7KYqeyVwOn1XTJ4ng5r6tH,breakbeat,Chikano Break Remix,Various Artists,0.88,0.999
5WgOELT1kPGBVCHVHvzIHS,breakbeat,Que Sera,Various Artists,0.401,0.721
6qiT9R8rZWSYIJUa0E8qyL,breakbeat,Red Bull Beat Battle 2007 Mixtape,Various Artists,0.551,0.893
05W3Ex37TBb3CYSg0VbzFQ,breakbeat,Activ-8,Altern 8,0.534,0.735
5drK2kTE2mrUdV33iHWyrx,breakbeat,Mad About You,Hooverphonic,0.155,0.844
5cCVXt4thSPr7i3QCenuaX,breakbeat,Nite Link,Beta 2,0.483,0.837
7Eqt1Wdrs3luRdOFnTSElY,breakbeat,Out of My Head - Original Mix,Stanton Warriors,0.319,0.731
5LRxSyiIRHQD26h1mdM0Ir,breakbeat,My Friend,Groove Armada,0.153,0.867
6gQZKkphKIMxZgca5r7ImA,breakbeat,Express Yourself - Remastered Version,Charles Wright & The Watts 103rd Street Rhythm Band,0.721,0.818
2JtJOqT5Vw7ynW54RQGeMp,breakbeat,Say Nothin - Extended Mix,Jubei,0.347,0.789
6MZAfPueIvw0a86iHQOCFw,breakbeat,The Outsider,Lack Of Afro,0.46,0.836
25H9cp6TqNJsO4an5gElNE,breakbeat,Minimal Machine,DJ Icey,0.379,0.51
2lVddfefSG9Usx7bjO2E4Y,breakbeat,Turn Me Up Some - Radio Edit,Stanton Warriors,0.328,0.847
2wOR1KdL46p6a7Zn2427l0,breakbeat,Weapons of Mass Distortion,The Crystal Method,0.308,0.953
56r13tQH07EPshIRvW9eXy,breakbeat,"Don't Call Me Nigger, Whitey",Various Artists,0.512,0.921
3LYxhhYvfEMuC2AKsuRfo0,breakbeat,Kickbox,General Midi,0.838,0.886
3Ohq7crUN934req9bVrNKC,breakbeat,Funky President (People It's Bad),James Brown,0.891,0.584
6eYnJnb31jiNbEZHqwlIsP,breakbeat,3 Kilos,The Prodigy,0.841,0.834
1TDuaeF7FnV74z57NK7hh4,breakbeat,Arcades,C2C,0.19,0.607
7kdIdArRhpdjP9dfduL2Vm,breakbeat,Kudu,Various Artists,0.606,0.783
2Z75AHP4rdJT92Lw5NxuKW,breakbeat,Sighs In the Gloom,Blok One & Rainforest,0.207,0.362
1RADWAGoZRJod22HVKahvC,breakbeat,"Future Sound Of Breaks Volume 2.0 - Continuous Mix - Feat. DJ Icey, Krafty Kuts, Deekline and Ed Solo, Hyde, Hydraulix",Eric Berretta,0.246,0.692
6tC2iHfUlzB2W4ntXXL2BH,breakbeat,Propane Nightmares,Pendulum,0.215,0.966
5pFXepfAbXlLUm5vBZXXXW,breakbeat,Runnin',Various Artists,0.874,0.793
46dxDnzdQ4HePay3ncYVGF,breakbeat,Don't Sleep (I Do That),Various Artists,0.725,0.72
6c1hFCCh7JtC84gKIYzPb7,breakbeat,Dustup,Noisia,0.202,0.892
5mJNTfscRawGNf2f3B1cSF,breakbeat,Tepid Bile,Tipper,0.322,0.8
4kHWvExGcJhLC6BYRwmeQm,breakbeat,Start The Panic,Def Cut,0.416,0.897
47Wv7knmg7C9ISkSuTcxo3,breakbeat,Stop the Rock - Apollo 440 Mix,Apollo 440,0.578,0.989
42UHQGcpq8oxAujCQpxGII,breakbeat,Who's Making Love,Various Artists,0.815,0.39
6KmktQvdt2AXZjCd8zay5J,breakbeat,Lonely & Cold,Gramatik,0.425,0.617
08kB9HSfrcIi83rymwgjMz,breakbeat,Weapon Of Choice,Fatboy Slim,0.959,0.947
4e081v84DUXLS7AceAD9c9,breakbeat,Fire (Sunrise Version),The Prodigy,0.96,0.697
04FIcc4GwcNIGoVVZty0yd,breakbeat,Shots 2 Shine,Various Artists,0.503,0.808
2s740v5LKLYFWcomTSn0Rj,breakbeat,I've Been Watching You,Southside Movement,0.826,0.703
1c9Fj5H7AOczesHWzQKl6r,breakbeat,Gypsy Rock,Various Artists,0.761,0.96
3HUsQTOcdA1g5d8f2YQSRz,breakbeat,Ya Mama,Fatboy Slim,0.0924,0.991
2rxkCfkZ4UY3LfUPQE3Mi3,breakbeat,Cuckoo,Tipper,0.211,0.524
280rPVWqUcN4NGSwbD3NI9,breakbeat,Doggone,Love,0.298,0.92
7dLemiDFrozh4GIrRcYkQv,breakbeat,Dreams,DJ Icey,0.324,0.634
1HS4VWmqVKoT0B0PBUwsTi,breakbeat,Bodywork - Original Mix,Stanton Warriors,0.536,0.898
0fn0dV9Y45qkn7BdOOwX4x,breakbeat,You'll Be UNDER MY WHEELS,The Prodigy,0.358,0.94
5TgJDjMrpp8Cu5M6cWruyZ,breakbeat,Pray For You,Plump DJs,0.885,0.855
03EuhmMsEHVFI9ytainStU,breakbeat,I Can't Stop,Flux Pavilion,0.205,0.775
7M8sOro6vmhw4gts6orQ3e,breakbeat,Elektrobank,The Chemical Brothers,0.604,0.854
2A7ZZ1tjaluKYMlT3ItSfN,breakbeat,Witchcraft,Pendulum,0.218,0.969
03zkm0VuJ4jBi5L0R3B5gU,breakbeat,Everybody - Freq. Nasty & Bassnectar Remix,Various Artists,0.425,0.908
7kXUexrHEDUhNLSZtzKJsU,breakbeat,The Big Beat,Billy Squier,0.61,0.838
5emxS2ghZWuPnRFOe10vdq,breakbeat,Please Set Me At Ease,Bobbi Humphrey,0.322,0.299
6TZHtS4pLhJhSEfyV7bmyj,breakbeat,Cloudlight,Eskmo,0.259,0.485
2UmTblDK5SykXLW1Yn4Qrx,breakbeat,Cut Dick,Mr. Oizo,0.746,0.721
0TcX35jPaFNzl2fbHqtxL8,breakbeat,Frequency,Altern 8,0.462,0.691
3Te4N90CL8zhy9XriwXym5,breakbeat,The Vulture - 2006 Remastered Version,Labi Siffre,0.841,0.81
25bQlUokjsyZ91GvXtLrUb,breakbeat,Praise You,Fatboy Slim,0.558,0.885
3x35lK1it7mFzjMc5JXCbW,breakbeat,Prisoner,Various Artists,0.381,0.949
3MjhG0gVo8HLCV9OKZTnya,breakbeat,Blind Alley,The Emotions,0.971,0.432
3AgEOAo3dvkjtsBmeTGRjg,breakbeat,Get A Move On!,Mr. Scruff,0.816,0.767
